401301237,48.1589335,,11.5739817,2
1271358134,48.1330014,,11.689693,1
1475946405,48.1532363,,11.5375666,2
1895124498,48.1333465,,11.5280605,2
2409259910,48.1554176,,11.5752086,2
2413225221,48.1446564,,11.5577649,1
2415163823,48.1560591,,11.5549218,1
2427086060,48.187571,,11.5531457,2
2590211683,48.1750617,,11.5656563,2
2610743040,48.1857331,,11.5728826,2
2617872045,48.088328,,11.5050421,1
2647411854,48.1890971,,11.5738285,1
2703924735,48.1893184,,11.5703479,2
2787301365,48.1594532,,11.556843,2
2888806085,48.1859274,,11.5581572,1
2888806086,48.1768818,,11.5575196,1
3112416816,48.1243573,,11.5828928,1
3188452709,48.1175025,,11.6020003,1
3246201117,48.1414091,,11.5622937,1
3280313045,48.1486728,,11.4618438,3
3303767959,48.1284088,,11.6104886,2
3639585533,48.1334286,,11.5170383,2
3929291621,48.171967,,11.532941,1
4092742886,48.2017365,,11.5880307,6
4119415207,48.1174985,,11.6019723,1
4161744594,48.1174814,,11.6019863,1
4161744595,48.117484,,11.6020184,1
4161744596,48.1174867,,11.602052,1
4161744597,48.1175091,,11.6020292,1
4193623870,48.1180611,,11.5953303,2
4210739796,48.0871959,,11.6498634,38
4210739797,48.0918559,,11.6486936,2
4232410700,48.1229622,,11.6694491,1
4249905486,48.1343722,,11.7046789,1
4249905487,48.1535344,,11.6201464,2
4251105854,48.134312,,11.7046817,1
4252092762,48.1769036,,11.557561,1
4334646433,48.1327494,,11.5430991,6
4367651276,48.1913994,,11.5703496,1
4378926368,48.1925762,,11.4665231,1
4378926369,48.1927106,,11.4662371,3
4427542481,48.1423715,,11.5536406,3
4428535668,48.1386618,,11.6427373,1
4477927108,48.1412795,,11.5642088,1
4637746596,48.1016043,,11.5289269,1
4729234991,48.1778601,,11.5568667,6
4775254568,48.1154995,,11.5808513,2
4890326221,48.1540292,,11.5335293,2
4929109732,48.1552022,,11.5557036,2
4939033442,48.1339645,,11.6020704,2
4939033539,48.1338769,,11.6020511,2
4955396902,48.1393963,,11.6046102,2
5015892220,48.138922,,11.5549698,2
5081516594,48.1533715,,11.565228,2
5098536839,48.2110245,,11.5937484,2
5113266379,48.1103419,,11.5777823,2
5113266380,48.1102868,,11.5776767,2
5137045765,48.1800709,,11.602616,2
5137051052,48.1801297,,11.6025194,2
5137051056,48.183943,,11.5966312,2
5148467415,48.197817,,11.6060216,2
5148467416,48.1978319,,11.6059482,2
5148467417,48.1979522,,11.6060838,2
5148467418,48.1979697,,11.6060143,2
5159797481,48.1977242,,11.6063985,2
5176528213,48.1020275,,11.5484256,2
5176529131,48.1029182,,11.5464044,2
5176529136,48.0973269,,11.5264466,2
5176529262,48.0973285,,11.5265547,2
5176535632,48.1322141,,11.5825362,2
5176535633,48.1328564,,11.5832218,2
5176771605,48.1130233,,11.5705159,2
5179566337,48.0871109,,11.6449757,2
5179568441,48.0985278,,11.6448112,2
5179568541,48.1413876,,11.586785,2
5179568545,48.0870192,,11.6449991,2
5179568546,48.0984418,,11.6447603,2
5179568803,48.1413943,,11.5867182,2
5179569145,48.1008878,,11.6308829,2
5182601543,48.1157773,,11.5258766,2
5182601544,48.1158724,,11.5258702,2
5196580623,48.1916945,,11.6204924,2
5196580624,48.1917211,,11.6203681,2
5201752312,48.1127141,,11.534122,2
5201754295,48.1127177,,11.534232,2
5207346420,48.0971905,,11.5809068,2
5207350624,48.0972791,,11.5809727,2
5212598521,48.0878134,,11.4983746,1
5230458361,48.1213803,,11.6713827,2
5285375275,48.1801728,,11.5733282,2
5289269868,48.1218419,,11.5787055,2
5289272122,48.1217965,,11.5786511,2
5289276712,48.1290694,,11.5941001,2
5289276713,48.1290345,,11.5940546,2
5289287716,48.1272636,,11.5985173,2
5289287717,48.1272396,,11.5984766,2
5300000948,48.1333581,,11.5764079,2
5300000949,48.1334084,,11.5764138,2
5300000958,48.142384,,11.6158724,2
5300000959,48.1423945,,11.6157565,2
5325323614,48.1767854,,11.4080498,4
5376361251,48.120544,,11.6225151,2
5376361252,48.1206092,,11.6226144,2
5394122125,48.115537,,11.5831312,2
5394122126,48.1156301,,11.5831571,2
5415037934,48.1239437,,11.6443247,2
5420135702,48.2135948,,11.5563123,1
5420135703,48.2135036,,11.5562902,1
5437309048,48.1836945,,11.4811976,2
5437492184,48.1670994,,11.4703732,3
5437494228,48.1636941,,11.4751903,4
5437506965,48.1923144,,11.4656181,2
5462938400,48.1356311,,11.5804095,2
5516038929,48.1349681,,11.5798532,2
5516038930,48.1349531,,11.5799907,2
5516038935,48.1180061,,11.6095984,2
5516038936,48.117942,,11.6094975,2
5519285725,48.137958,,11.5668608,2
5519285726,48.1379353,,11.5669959,2
5519285731,48.1403905,,11.5714658,2
5519285732,48.1404201,,11.5713337,2
5519285737,48.1388455,,11.580994,2
5519285738,48.1388696,,11.5808594,2
5539187643,48.1631097,,11.5904193,2
5600000621,48.1548336,,11.5597288,4
5602488703,48.1698917,,11.5777238,2
5602488704,48.1711981,,11.5851917,2
5602488705,48.166707,,11.5787018,2
5602881887,48.1749496,,11.5533909,3
5604952041,48.1402285,,11.5481789,2
5604952042,48.1401188,,11.5480506,2
5612013875,48.1421107,,11.5529217,2
5612013876,48.1421578,,11.5524821,2
5620342495,48.1402087,,11.5687204,2
5633472336,48.1205864,,11.548264,2
5650490768,48.1130515,,11.5704039,2
5650490769,48.1129959,,11.570648,2
5682184838,48.1808335,,11.5084109,2
5682184839,48.1817043,,11.5184977,2
5682184840,48.1732446,,11.5324066,2
5702939920,48.1608654,,11.5668506,2
5711527034,48.0772702,,11.5260195,2
5732432422,48.135527,,11.499323,4
5734443375,48.1263358,,11.6320091,2
5734443376,48.1263053,,11.6321357,2
5787436056,48.1495042,,11.5787827,2
5837016109,48.1449393,,11.4789397,4
5837017598,48.142584,,11.4740742,4
5837021436,48.1633831,,11.436356,2
5837026632,48.1387723,,11.510851,2
5837030938,48.1213192,,11.5346583,2
5837066883,48.1102093,,11.6273521,2
5837075592,48.1337748,,11.5708143,2
5837082775,48.1324237,,11.5646533,2
5837085752,48.1382525,,11.5624194,2
5838803896,48.1363051,,11.5629948,4
5838805033,48.1325786,,11.5581776,2
5838814097,48.1219808,,11.5439953,2
5838817667,48.1183196,,11.5449166,4
5838825161,48.1134019,,11.476349,2
5838828694,48.0901388,,11.4795108,2
5838841839,48.151328,,11.4626934,2
5839062168,48.1480361,,11.4420599,2
5852177728,48.2147811,,11.5428295,1
5858977382,48.1091002,,11.5368383,2
5858977383,48.1090955,,11.5367325,2
5874149229,48.1406686,,11.6813524,1
5881968560,48.1694698,,11.5777879,2
5903216875,48.1821228,,11.5821641,2
5927464105,48.1258683,,11.6488556,2
5927464106,48.1257682,,11.64883,2
5944816274,48.0918887,,11.5986963,2
5944816275,48.0918144,,11.5987802,2
5998868022,48.1421267,,11.6775994,2
5998868023,48.1420709,,11.6777108,2
6005498085,48.1340857,,11.5418082,4
6023382544,48.119058,,11.6743886,2
6023382545,48.1191208,,11.6742859,2
6050011231,48.1607902,,11.56686,2
6074672867,48.1685657,,11.5653699,2
6074672872,48.1723331,,11.5624906,2
6096954798,48.155507,,11.5751954,2
6105143015,48.1465984,,11.5313036,2
6105143016,48.1466941,,11.5313241,2
6105144294,48.1426886,,11.5478468,2
6105144295,48.1427057,,11.5476696,2
6106232007,48.1436916,,11.5545816,2
6106232008,48.1435922,,11.5545404,2
6106831281,48.1429801,,11.5563764,2
6106831282,48.1430371,,11.5564053,2
6106831283,48.142924,,11.5563488,2
6113585891,48.1776679,,11.5306149,3
6120612471,48.1380519,,11.5406533,4
6139650015,48.1593756,,11.5467085,2
6152282384,48.0926469,,11.5706807,2
6154360838,48.1218914,,11.5440006,2
6167168441,48.1446541,,11.4895058,2
6177260076,48.1691313,,11.5344484,2
6177260077,48.1691936,,11.5345572,2
6177260886,48.1712911,,11.5310424,2
6177260887,48.1712271,,11.5311441,2
6186235886,48.180854,,11.508445,4
6255598741,48.1337421,,11.5709593,2
6291787879,48.1478103,,11.5651568,2
6351069704,48.1531353,,11.5777298,3
6363510858,48.1264727,,11.5389837,2
6363510859,48.1264242,,11.5389903,2
6363510864,48.1213301,,11.53452,2
6363510869,48.1184001,,11.5279923,2
6363510870,48.118345,,11.5281046,2
6365989232,48.1555935,,11.4143155,1
6368952461,48.1244313,,11.5557651,2
6379029248,48.1279982,,11.5439531,2
6379029249,48.1279523,,11.5440677,2
6379571825,48.1608645,,11.5804355,2
6386823736,48.1517149,,11.5273304,2
6386823737,48.1516612,,11.5267765,2
6387618536,48.1551497,,11.5556129,2
6387618549,48.1516031,,11.5492909,2
6391281952,48.1252311,,11.6049229,2
6391281953,48.1252946,,11.6049014,2
6391281954,48.1253304,,11.6048545,2
6391831147,48.1505307,,11.5575442,2
6391831148,48.1504574,,11.5574881,2
6407379015,48.1092362,,11.6410773,2
6407379016,48.1092373,,11.6412165,2
6424054330,48.1310656,,11.6172585,2
6424054331,48.1309766,,11.6172184,2
6430629134,48.1169567,,11.5414735,2
6430629135,48.11692,,11.5414789,2
6433211401,48.1289291,,11.5583025,2
6433211404,48.1291912,,11.5582815,2
6434027486,48.1434339,,11.4297637,2
6450759295,48.0851609,,11.6609171,2
6450759296,48.0851842,,11.6607823,2
6450759299,48.0983579,,11.6577335,2
6453106326,48.1126181,,11.6768729,2
6453106327,48.1125481,,11.6769645,2
6459624720,48.1311663,,11.5095507,2
6459624721,48.1311583,,11.509412,2
6472406331,48.1457427,,11.5295948,2
6472406332,48.1456013,,11.5292568,2
6478687709,48.1456492,,11.4616001,2
